sample,IFNg_18,WNT,Angiogenesis,Adenosine,Auslander,Chaurio,Chemokine,Cytotoxic,Effector_T_Cell,Glycolysis,gMDSC,Huang_NRS,Hypoxia,IFNg_6,IFNg_Effector_T_Cells,Ipi_neoadjuvant,MHC_I,MHC_II,mMDSC,MYC,Ock_Immune_Sig_Score,Pan,Proliferation,Ras,Roh_Immune_Score,Rooney_Immune_Cytolytic,Stroma,TIP_Hot,TLS,LKB1_loss,buffa.score,MitoScore,SCN,CAlevel
FT-SA109412R,-0.149730649820047,0.3643564648225924,-0.775271177314574,0.37226292776378966,0.06923337028836288,0.025568157848714506,-0.14905217301736035,-0.1814517151076106,-0.2926986080646211,0.3771102956593389,0.02848913860032422,-0.2219566171864152,0.6378133928885662,-0.32871116537179723,-0.24482644800999262,-0.0911512234880943,-0.6509452521319152,0.22900432328265888,-0.15767746072435151,0.7628704534985361,-0.03514611834312316,-0.632942000292574,0.041854362291903875,1.3719337212795089,0.03781369329780257,-0.3604868474509309,-1.01587613062136,-0.13811149120154262,-0.4644738076378895,0.3126608257528784,28,3.572370525239468,32.547386118117615,Low
FT-SA116106R,-0.1605438068502888,0.3366149226154568,-0.43134387252433176,0.13962741300079043,0.32438677570725377,-0.6237868857115402,-0.5731569689781962,-0.17109662109329504,-0.5724657647565201,-0.3431876370088023,-0.056134156619398655,-0.09519924190507055,-0.17533228123521272,-0.3777664509817157,-0.5526770258581345,-0.1603242202649737,-0.31285658583594794,1.025991537237754,0.14719832317471557,-0.47435461687756625,-0.15532736476546108,-0.9233130978507769,-1.0668684261079797,-0.061382671954024484,0.11771551461250354,-0.8523768747656266,0.13974287256896528,-0.7119489786817154,0.07966844358463683,-0.5076777148113779,-12,3.5089030462918567,52.61523442348685,High
FT-SA116109R,-0.03509522558136688,-0.7886778221447268,-0.5968615403621732,-0.1951796054109031,-0.1765320034968054,-0.3530445287739773,0.08019208850890337,-0.41484327672614885,-0.39467492716356134,0.32176421385653775,-0.1854846382908276,-0.32892352564624655,0.15221368502420415,0.37597452773750123,0.04768094540334661,-0.3405609812945808,-0.5375548385901395,-0.7605256322455723,-0.5782307472413306,1.318799604768123,-0.17610816653322833,0.17032271615831626,0.8898183369903878,-0.7662700095317255,-0.4739281907731527,0.2601875634866375,-0.3834177571577788,0.06020219589493982,-0.5611180961220108,0.5454420270189128,28,3.5931023053876516,106.69591097765414,High
FT-SA116110R,0.38678300165029844,0.33047612003461174,0.38196548285171433,0.21355797878024868,-0.14214620165282926,0.46523351381719796,0.026112737814452818,0.6871393890876002,0.7761071544993874,-0.41911310797691365,0.9078904876954489,0.19484529746109921,-0.40529814241761053,-0.4379169763080058,0.3347770356354283,0.3180277689001235,0.546553108030709,0.5529361567491967,0.746465051489846,-0.9775135502990714,-0.058383176218722355,-1.4864180401186355,-1.8660663585135973,0.287408756781099,0.1639226638856578,0.9018697928925208,0.43438097735525993,-0.27371807861977765,-0.39273654379621403,-0.16897143265131395,-20,3.4494600092266614,5.664029816556434,Low
FT-SA116113R,-0.10865107886444719,-1.0847019799231785,-0.48371213700378946,-0.1569055941523218,-0.720843812521398,-0.23079364907212843,-0.5943842006284229,0.46928224553118497,-0.22077955667426377,-0.22984072690702315,-0.750608709651057,-0.36816592795622877,-0.46053181730193593,-0.3940286080493374,-0.07752189502262258,-0.3016710943224385,-1.1752499591966377,-0.641211081875393,-0.1856917138384681,0.20624935563164495,-0.3469229203044073,-0.34258743395748986,0.09105161070350982,-0.4340115921807117,-0.6234608642942947,0.1449913083731261,-0.7815955771750629,-0.35832035227161696,-0.3000157468044075,-0.9686206415195701,0,3.4779658968892613,78.8989986357163,Low
FT-SA116116R,-0.35535542549805976,0.9491614906660272,-0.1842642597168745,0.1123786629358631,-0.21943756778106152,-0.47476298922014504,-1.0585733870583374,-0.21880241050445928,-0.9981835044516899,-0.6778107179197473,-0.4213524168960564,-0.3321782303922422,-0.9340877659217092,-0.977447309356152,-1.2955644459280609,-0.2934894836032383,-0.6877490001900157,0.29953085843307126,0.06716669073160562,-0.7916861309840916,-0.39421081826881665,-1.37976177878298,-1.5998754373412596,-0.19939446618808432,-0.39116091657719265,-0.9078905198077436,-0.06281134623178705,-1.0848984574142144,0.10413269055268422,-0.37634751638218833,-34,3.5137900643014124,20.90880894924631,High
FT-SA116119R,0.4261509045976959,0.39089856634241515,-0.3537237424235726,0.2716083235600067,0.17730120204528424,0.1550315510098306,-0.1465801570065737,0.06178622617300127,-0.183889391888161,-0.8240902689775995,-0.6455362948090301,-0.25034740532140703,-0.8371650049679131,0.13100990419208652,0.1685485021350689,0.3248163981116418,-0.5188355613039054,0.33629229805861294,0.030694128094079468,-0.2942534199363037,0.036986337081330714,-0.4594624089786957,-0.9575628566410521,-0.437626275525015,0.06932236247698102,-0.6446459648401119,-0.27811618737547855,0.34131463810866275,0.008731350559079285,0.12467287302893121,-18,3.5052387259206212,39.004631136506895,High
FT-SA116123R,0.05797442194323004,-0.10335949999275276,0.5890336826535565,0.09033756121084147,-0.019235671975642212,-0.07331610088438269,0.33744369283269626,0.2835958091126626,-0.4315902736487194,0.8430817696848821,0.6675530242528069,0.33551869014122454,0.9009631673942551,-0.10772443449588709,-0.43297727251206636,0.11351055714698567,0.4885530145849966,0.5476007004941921,0.14329721676117801,0.08427317752263869,-0.024624397215925537,-0.35268634614713307,0.10775196670695832,-0.1532534244993286,0.11843791811180211,0.3441388088688789,0.8587869985828234,0.05337220650751624,0.33419284914319597,-0.46744822297770006,34,3.514056605606952,38.78817917463367,High
FT-SA121633R,-0.23230583765463356,0.03488119361147768,-0.2208855670214494,-0.05637870592854627,-0.31112858380566677,-0.5125417986551576,-0.25465664270993715,-0.3439228791143701,-0.5032730157282953,0.5603196680578065,-0.02696992018187131,-0.3395391527410245,0.09020059446444567,-0.43945252527949846,-0.4918804506954268,-0.36297399394405877,-0.41572467219141784,-0.9729225906398661,-0.6213019191190629,0.6681061709156155,-0.3199859861737838,-0.01570996892862414,0.62349130696098,0.09673861602873461,-0.5418841795330976,-0.3318003748347626,0.3282656527592233,-0.1029547278991794,-0.504439201999929,0.06030476192509908,34,3.564850851559007,55.1401497420862,Low
FT-SA121634R,-1.1887642752710512,-0.7331576761409078,-0.44170007541877765,0.07885875305959004,-0.8501941450996655,-1.675366767864598,-0.552257835534364,-1.4824396506667492,-1.3627460233006339,0.3513376814889954,-0.7690944660801393,-0.7590890053758088,0.30228994285208394,-0.7618211632768522,-0.45313759223454253,-1.2411785073327282,-0.47436526081087405,-1.0033634661154114,-1.274108924941979,0.46988770426702364,-0.5726340156981257,0.3062012459044854,0.7999070246640578,1.2288531963205849,-0.8009704260053736,-1.305601698328315,0.08295960110813835,-0.9619244512926877,-1.3422485242356725,-0.6146966805394953,26,3.529057992892716,77.09238169714386,Low
FT-SA121641R,-1.1155273122726626,-0.9835278162887783,-0.4993478539751963,-0.06750654855517126,-1.0032941570144465,-1.0135859544055512,-0.9541652931077783,-0.8012188793215954,-0.7436042398618992,0.7241865345823001,-0.2222721392205795,-1.0053630647111982,0.9565759850885919,-0.9369570004236549,-0.7560902795546728,-1.089783726949563,-0.1843381496037723,-0.6558430182735671,-1.1555180025507694,0.801259805186502,-0.6116122764832935,0.3931839284020338,0.9923821784418796,-0.08853219933251028,-0.8822407508001121,-0.5829826777132201,-1.2864965249998397,-0.9003801436875069,-1.1787969223063879,-0.5803725547983716,34,3.5897910367659107,83.8116019308352,Low
